id,label
40632,deer
31148,automobile
27195,automobile
34163,automobile
16402,cat
39581,bird
6396,frog
44648,automobile
11821,deer
48196,deer
30590,deer
29318,ship
28730,deer
13265,automobile
36595,automobile
39761,airplane
35941,bird
10806,ship
43700,ship
14278,ship
33640,truck
40636,airplane
39701,horse
18052,horse
16483,truck
27701,automobile
20615,horse
8946,truck
33422,airplane
23802,dog
48139,automobile
3896,truck
12931,frog
46188,dog
2803,automobile
11444,bird
8282,truck
26322,bird
42588,airplane
46461,deer
48771,frog
11611,dog
16716,bird
11950,dog
18425,airplane
11750,horse
38308,airplane
9088,frog
34718,horse
3287,cat
46811,bird
12313,truck
15031,airplane
21562,dog
42642,frog
20818,airplane
2896,airplane
12173,ship
40060,truck
5303,frog
2295,dog
19292,cat
19668,automobile
23880,deer
5165,truck
29050,automobile
30444,ship
10536,automobile
27258,dog
25509,ship
40522,frog
43474,deer
22519,ship
24146,frog
6766,automobile
9481,automobile
23613,horse
6189,airplane
13607,ship
17987,automobile
35213,deer
31095,cat
23588,dog
41983,deer
44190,dog
26387,bird
34241,horse
2726,deer
9933,automobile
25828,automobile
9433,truck
39679,frog
43330,truck
26569,bird
22566,cat
38064,bird
2439,ship
25089,ship
34865,horse
14810,truck
7009,bird
47270,truck
6996,ship
34270,automobile
3812,truck
36,airplane
5550,airplane
7882,frog
36794,deer
41782,horse
40850,bird
42214,truck
48421,horse
38421,automobile
16412,cat
5149,frog
37076,deer
38495,truck
44496,bird
22277,airplane
5748,automobile
24144,frog
37471,dog
1722,ship
30175,horse
8166,bird
25124,ship
4425,dog
45969,automobile
46036,dog
33446,bird
46523,bird
19979,horse
41497,horse
28496,truck
11270,dog
28701,cat
15108,frog
42195,dog
49402,automobile
48559,ship
9756,airplane
17166,dog
6757,ship
39222,deer
461,ship
47468,cat
31102,automobile
12499,ship
4774,deer
9546,ship
6485,bird
29891,dog
40389,bird
13519,cat
27552,truck
24124,deer
38215,ship
11534,truck
30752,bird
31285,airplane
7419,truck
21338,ship
49009,bird
34287,frog
28198,horse
24646,horse
62,automobile
30293,frog
22077,horse
10714,airplane
29975,automobile
49748,frog
32401,cat
3710,cat
33472,airplane
32715,ship
4630,truck
47583,automobile
4905,frog
41333,horse
24849,deer
42694,ship
22976,automobile
31738,automobile
38991,dog
36496,horse
23023,deer
19453,deer
49248,ship
21874,cat
27767,cat
3100,truck
45879,frog
6255,frog
25328,ship
17728,deer
33810,truck
37033,airplane
41558,airplane
30753,automobile
43216,horse
5911,ship
49854,frog
18418,horse
26278,dog
35935,airplane
43140,deer
26353,ship
25263,dog
46790,deer
26681,dog
13013,deer
31643,deer
44189,truck
27697,bird
1630,airplane
26470,frog
12673,deer
26473,cat
20627,cat
47210,dog
30783,automobile
28696,horse
2097,ship
43665,airplane
42255,ship
49275,bird
13636,frog
18412,horse
18110,cat
22925,airplane
12338,frog
21126,frog
6780,automobile
13426,ship
13677,dog
19763,frog
22824,deer
26798,cat
31257,deer
7786,dog
35281,truck
3575,airplane
18481,automobile
27079,horse
3484,automobile
24417,horse
6366,truck
14880,deer
13538,frog
2823,frog
4205,ship
34347,bird
18094,automobile
30986,truck
47070,truck
5885,truck
14757,bird
43892,automobile
6014,airplane
6963,frog
29547,automobile
16257,automobile
6724,dog
24083,cat
24669,airplane
10777,airplane
29211,truck
23686,automobile
31822,bird
19851,horse
14835,bird
17081,airplane
24453,dog
10580,frog
45505,dog
42725,frog
28916,truck
36043,truck
47302,horse
41116,dog
7159,dog
38392,frog
29293,frog
21464,frog
38580,automobile
34079,truck
26754,dog
42696,deer
28299,automobile
28894,bird
41216,automobile
18798,ship
15364,automobile
22598,ship
27044,horse
18897,cat
2238,bird
7421,horse
10703,ship
40652,cat
30092,truck
40797,airplane
46040,truck
29355,bird
20006,bird
42601,bird
12861,bird
42603,bird
40031,truck
3155,frog
9376,airplane
41929,dog
48996,automobile
44570,ship
31600,automobile
24984,airplane
38959,automobile
2018,dog
34784,airplane
32793,bird
35516,deer
1166,horse
18987,dog
30051,automobile
9642,dog
33210,deer
47701,truck
35985,truck
9427,ship
48170,bird
43613,ship
39384,ship
46320,deer
37058,cat
24973,frog
44037,truck
16591,frog
19307,horse
5302,automobile
40167,truck
6175,truck
4650,truck
17183,horse
23277,deer
15871,airplane
37615,deer
18752,horse
39729,bird
10575,airplane
17463,horse
28124,truck
1859,horse
7442,truck
32477,truck
49711,bird
9109,ship
35460,cat
21023,cat
23284,bird
25436,deer
2180,frog
9262,truck
40343,bird
10898,dog
15358,automobile
26818,truck
9389,dog
31017,cat
6529,horse
5683,frog
19889,bird
19169,deer
29162,deer
17991,truck
6049,dog
47216,airplane
47664,truck
13132,ship
15915,ship
31246,automobile
38058,horse
14667,airplane
28068,cat
33091,bird
30071,bird
11121,cat
44386,automobile
18466,deer
46673,horse
33570,automobile
22367,truck
36540,bird
35755,cat
20877,bird
16647,cat
18966,frog
38768,horse
6719,ship
18977,frog
21301,truck
31090,truck
21415,ship
17200,deer
15397,airplane
2042,bird
10096,ship
4894,dog
4671,ship
31279,ship
4323,airplane
10727,dog
18021,truck
43956,cat
33120,ship
16881,deer
25347,deer
14410,automobile
36823,cat
20659,airplane
49323,cat
33340,airplane
485,deer
1827,deer
25224,frog
10317,truck
7085,frog
3910,airplane
696,airplane
28466,horse
41151,horse
40568,horse
19846,bird
17204,airplane
25401,bird
7707,automobile
5857,cat
19951,bird
9414,airplane
20767,frog
49772,frog
29017,horse
14050,ship
18221,ship
47863,airplane
29397,deer
46125,frog
47978,dog
1758,airplane
7414,ship
39648,dog
21537,cat
27760,cat
39860,truck
15191,truck
33099,cat
41460,bird
35862,automobile
31678,bird
10305,cat
10152,airplane
36484,automobile
7077,horse
44010,truck
43606,automobile
5092,ship
15318,horse
30109,bird
36218,dog
24394,deer
45745,bird
40408,automobile
31874,horse
39487,airplane
25260,cat
31615,bird
21492,bird
4652,airplane
36041,automobile
14326,airplane
158,dog
47538,truck
39299,ship
16856,automobile
36147,ship
15312,cat
34422,airplane
10383,dog
34340,horse
9298,bird
5972,automobile
36991,cat
4709,truck
15634,automobile
39138,truck
9192,bird
32702,truck
32437,airplane
49714,cat
26109,ship
31544,dog
34389,frog
31545,cat
43574,cat
20328,automobile
41370,cat
47178,truck
3454,dog
26413,airplane
17813,horse
44066,truck
26703,horse
32359,cat
32330,horse
8355,truck
29218,frog
30040,automobile
28131,dog
25026,frog
1242,truck
29191,airplane
25897,horse
7298,automobile
47260,ship
11893,deer
1997,ship
42218,bird
45054,cat
25169,frog
47846,automobile
38902,ship
48540,automobile
19095,airplane
11794,ship
10410,bird
14597,horse
46122,cat
12366,horse
31044,dog
47294,deer
31734,deer
36900,dog
4476,cat
39721,horse
9292,cat
46039,ship
47291,automobile
17054,cat
29596,bird
46266,cat
2298,deer
44767,bird
18505,horse
20791,airplane
5052,deer
251,automobile
5671,dog
32564,truck
44414,horse
36984,truck
48868,cat
32546,horse
25158,dog
37199,bird
11440,frog
35651,horse
28813,horse
17605,frog
31319,bird
30534,ship
7638,horse
45770,automobile
16893,airplane
42796,deer
27227,horse
13861,airplane
16128,ship
14658,dog
16326,automobile
47335,dog
40263,horse
19088,frog
20571,bird
17559,automobile
28033,frog
10934,bird
28385,ship
24874,automobile
40366,cat
24295,automobile
34404,dog
49089,frog
18373,bird
28926,frog
21579,cat
39055,frog
12424,bird
31108,automobile
41578,bird
27586,cat
28158,cat
15173,automobile
34254,horse
10876,deer
6415,bird
47604,cat
12560,dog
5436,frog
42873,frog
7629,truck
45269,automobile
11272,cat
21100,bird
25231,dog
45460,horse
24910,dog
31852,horse
18436,horse
2599,airplane
20832,airplane
47484,airplane
37129,bird
37587,bird
4192,ship
43609,automobile
34118,dog
103,truck
39859,frog
8665,horse
27346,dog
20378,frog
48628,frog
30938,ship
7317,frog
17953,frog
26185,airplane
17947,horse
44734,frog
12076,deer
6890,automobile
743,bird
43961,truck
18513,deer
22147,airplane
10507,cat
29369,deer
48054,automobile
16606,deer
12129,ship
10223,deer
13410,horse
4100,automobile
973,horse
9880,dog
33830,bird
21978,dog
39227,frog
31037,horse
30274,ship
29354,deer
27688,frog
41537,cat
5861,automobile
13010,horse
8987,cat
12500,airplane
38412,dog
37394,ship
41044,deer
8908,horse
18015,deer
7082,airplane
5826,bird
18713,horse
16548,cat
19171,deer
22621,cat
6482,horse
5180,deer
19226,bird
42823,ship
47967,airplane
30105,automobile
13719,horse
18207,automobile
14174,truck
3328,automobile
41110,ship
47158,dog
455,automobile
29559,dog
4022,automobile
24993,frog
13078,frog
45297,automobile
32121,deer
36442,bird
1624,deer
11229,horse
48725,dog
12544,ship
11102,frog
1366,horse
15011,cat
1585,frog
6710,automobile
1539,dog
24215,truck
40779,ship
46941,deer
47029,truck
12454,deer
44681,airplane
1569,cat
16627,dog
35116,ship
10399,bird
16294,truck
10919,cat
1307,airplane
32902,deer
22541,airplane
44143,cat
36759,ship
9350,deer
39884,airplane
2203,bird
11668,ship
4091,bird
3444,airplane
1841,horse
40214,bird
47948,ship
38700,cat
20955,ship
4233,deer
26397,bird
46813,cat
20807,cat
39552,dog
3051,horse
30484,ship
3160,ship
29303,dog
11948,dog
19560,frog
32064,frog
48884,dog
1357,automobile
3493,dog
663,horse
11698,horse
40646,ship
4402,horse
47055,dog
22323,bird
3477,bird
20808,dog
19236,horse
3382,truck
42662,bird
10339,airplane
6945,bird
42729,dog
49222,automobile
21093,airplane
31902,dog
32956,ship
32858,airplane
18764,airplane
32703,cat
39829,automobile
32083,frog
45384,frog
17732,truck
11034,deer
36700,bird
5408,cat
13900,automobile
11633,cat
3996,dog
5195,airplane
18633,dog
10584,horse
20230,truck
32603,airplane
27843,ship
14075,automobile
10442,cat
3925,automobile
18561,deer
22852,cat
42051,ship
44081,automobile
38062,frog
43163,bird
2162,ship
16310,automobile
17844,automobile
29455,dog
40601,dog
10542,dog
32577,dog
46597,cat
26974,horse
27565,truck
7083,dog
36970,cat
658,truck
29176,ship
29740,truck
6552,frog
10589,bird
30409,airplane
9801,airplane
47567,automobile
2785,bird
31059,bird
37151,horse
42332,ship
40299,frog
27424,horse
4350,cat
24451,automobile
24265,bird
31361,horse
26041,airplane
1761,frog
15202,deer
5978,ship
2928,bird
18342,deer
17652,bird
30905,airplane
19516,dog
27682,airplane
14161,dog
48777,cat
2311,frog
33873,deer
17056,dog
37746,bird
28363,automobile
30675,deer
2176,deer
24680,airplane
49706,automobile
23064,cat
21486,truck
33141,deer
43442,bird
44602,automobile
38782,cat
22113,airplane
3384,deer
39367,cat
2651,frog
45800,frog
22172,cat
10564,frog
33945,cat
3033,truck
40807,airplane
32222,truck
13384,frog
39620,airplane
18459,automobile
30300,ship
10769,dog
45740,frog
29728,horse
24071,truck
44202,truck
3683,frog
3584,bird
39750,automobile
26952,ship
16773,deer
10609,bird
46694,automobile
41671,horse
11617,ship
28376,deer
14408,airplane
40529,dog
29230,bird
4856,cat
43369,airplane
40868,airplane
5288,automobile
43334,truck
49121,dog
14795,cat
32238,frog
18506,airplane
3698,truck
7668,cat
30471,bird
33904,cat
15525,automobile
45765,deer
40374,dog
21625,automobile
26866,deer
44497,dog
46148,automobile
41221,airplane
27963,airplane
41136,truck
21367,cat
32342,airplane
20993,horse
22957,truck
18700,deer
6813,cat
25118,automobile
33957,cat
2700,cat
18462,ship
21684,truck
25424,deer
27347,frog
21376,truck
33161,airplane
49140,horse
37484,ship
49659,automobile
42166,airplane
4114,bird
39850,deer
32505,cat
23060,dog
38355,deer
9391,airplane
1340,deer
20996,truck
15061,frog
41409,truck
37938,automobile
2075,horse
2791,horse
20383,dog
24712,dog
21289,airplane
22170,horse
43238,cat
2777,horse
44312,automobile
36361,frog
10357,frog
1138,truck
21565,airplane
23970,automobile
37868,airplane
29709,ship
43501,cat
42198,bird
7214,cat
28013,ship
12110,bird
31676,ship
47571,deer
31016,airplane
4291,deer
44209,bird
47009,cat
32579,ship
33021,deer
547,ship
45921,truck
41253,deer
14727,deer
49384,automobile
21144,airplane
20935,frog
20940,dog
26934,dog
29639,cat
6883,ship
33991,frog
34251,airplane
7014,ship
27403,automobile
5874,airplane
48971,automobile
4325,frog
43438,truck
33414,truck
8369,deer
49012,ship
35368,ship
32782,frog
5563,truck
14844,bird
30075,frog
13417,deer
25981,dog
28688,ship
8629,automobile
13127,horse
31263,horse
30622,frog
23990,deer
39117,dog
27106,deer
43504,bird
26432,frog
23085,frog
38408,bird
22938,dog
4473,cat
34006,cat
31929,frog
5308,horse
48620,frog
8024,airplane
44406,frog
5625,deer
16017,truck
34276,horse
47886,bird
21840,dog
32666,automobile
16213,dog
44644,automobile
48999,truck
18524,deer
11078,dog
32806,dog
17926,frog
3659,truck
23353,airplane
19451,automobile
4792,cat
47122,truck
42434,cat
30931,airplane
39692,airplane
42118,horse
19107,airplane
3711,frog
22162,cat
45456,automobile
48234,cat
46291,cat
7277,truck
20948,truck
7289,automobile
38340,ship
25202,automobile
13956,bird
31553,automobile
40435,dog
26293,automobile
36657,frog
4726,deer
32684,airplane
11997,horse
32613,truck
18994,cat
29298,bird
15224,ship
3426,ship
15690,airplane
47932,airplane
39696,dog
7734,deer
34034,frog
20607,airplane
22817,automobile
27392,deer
27280,dog
29712,automobile
20816,deer
2685,frog
46549,airplane
45632,cat
46967,automobile
31339,automobile
17099,cat
15606,ship
6536,deer
25468,bird
46602,horse
18430,truck
31353,automobile
8081,deer
2714,frog
27993,frog
45708,truck
47196,bird
38694,horse
29342,airplane
33335,deer
20244,deer
2855,bird
1543,bird
11510,airplane
46033,horse
14753,bird
1088,ship
8703,airplane
14611,truck
23980,truck
28654,airplane
43224,horse
20256,cat
44044,ship
15437,airplane
37288,frog
26198,frog
30201,airplane
3261,deer
10321,cat
26177,bird
32760,frog
6231,bird
20360,ship
28536,automobile
43036,ship
32660,airplane
866,cat
23304,truck
31189,ship
846,cat
9692,deer
40023,airplane
37094,deer
10941,bird
18306,ship
11094,frog
47012,dog
19787,dog
10641,deer
31081,frog
4766,airplane
12074,airplane
1225,dog
44150,airplane
27278,truck
21115,truck
14639,frog
8604,frog
29970,dog
42669,horse
4180,cat
12496,frog
34309,horse
17762,bird
47589,automobile
16487,deer
39874,frog
49422,deer
35650,automobile
10574,horse
37141,frog
38597,automobile
32378,bird
4028,airplane
37397,dog
32569,horse
5218,ship
31317,horse
33577,dog
12311,dog
33590,airplane
42449,automobile
28137,frog
20024,airplane
34967,truck
35124,frog
46211,ship
24415,ship
48819,automobile
9048,bird
2811,frog
14891,automobile
46976,ship
29543,airplane
37079,airplane
13712,truck
805,bird
37591,automobile
1938,deer
42602,bird
3847,truck
36833,bird
41401,dog
45415,bird
24134,truck
18241,cat
5584,frog
44713,frog
30900,truck
18907,airplane
38271,automobile
6037,truck
40313,truck
6327,horse
22622,deer
46857,frog
11015,airplane
14301,automobile
32694,bird
35714,airplane
33219,bird
1433,airplane
45653,airplane
19053,bird
38140,truck
4364,automobile
27607,frog
44678,cat
30846,horse
13782,dog
40165,frog
26248,frog
3376,airplane
28050,deer
1273,dog
39208,ship
19775,deer
49306,frog
1792,deer
44520,deer
14353,frog
1423,truck
31402,bird
16057,airplane
28595,bird
8707,bird
15096,deer
41144,bird
23973,airplane
41814,truck
2434,automobile
16043,ship
30766,bird
4505,airplane
23034,cat
9835,horse
3712,horse
10268,airplane
17358,airplane
36150,airplane
25101,automobile
38098,cat
14056,automobile
21635,airplane
46051,frog
32919,frog
44978,deer
23520,bird
48617,deer
26456,cat
30434,ship
8281,bird
35386,horse
8237,deer
16144,truck
5130,cat
18591,horse
8888,horse
29350,truck
28531,automobile
8690,ship
33901,truck
35383,truck
33097,horse
40290,deer
30951,deer
43363,ship
23010,truck
48445,dog
34740,dog
46954,automobile
33892,dog
9830,horse
40953,frog
17426,dog
12120,dog
1285,deer
49519,deer
29407,horse
24999,dog
8866,bird
527,deer
28714,truck
6103,dog
28058,bird
40742,airplane
32450,cat
30860,ship
48496,dog
41704,dog
1393,ship
35079,ship
17504,horse
44453,dog
16278,dog
31575,dog
7676,frog
32837,ship
19964,bird
19376,cat
27450,ship
17981,bird
6534,dog
22201,airplane
34814,automobile
19384,horse
41320,horse
18653,bird
17049,ship
5116,airplane
13731,truck
29347,automobile
26147,bird
20078,bird
13326,ship
44149,airplane
3400,automobile
20381,truck
9665,ship
34379,horse
14842,dog
29646,bird
37172,deer
33793,bird
4484,cat
33572,ship
40641,frog
19606,ship
27813,deer
8560,automobile
35076,bird
10322,cat
37391,automobile
39544,cat
23987,cat
28726,cat
18924,horse
7570,ship
29266,deer
4669,frog
45013,cat
18857,dog
24256,automobile
11575,automobile
7721,frog
48874,bird
14284,deer
16609,ship
9430,cat
23221,automobile
26282,dog
28094,dog
37898,horse
44499,airplane
40912,bird
42736,automobile
21568,cat
8829,frog
21977,automobile
48398,dog
755,horse
49301,truck
17333,dog
12361,automobile
23713,dog
40398,deer
39595,bird
26448,truck
15826,truck
15583,deer
12104,deer
46475,airplane
39401,horse
49352,frog
48380,ship
3020,bird
46231,cat
35114,deer
31284,truck
11217,airplane
29733,airplane
39185,ship
20944,truck
38433,cat
9555,frog
19866,automobile
454,airplane
24725,frog
529,deer
14235,cat
37783,truck
3120,bird
35677,truck
40906,dog
39259,frog
13008,bird
37804,ship
13258,dog
10803,bird
19199,horse
41984,frog
48429,airplane
38903,automobile
46544,ship
35083,horse
7166,bird
15402,truck
29076,ship
32771,dog
15656,automobile
38031,bird
6309,airplane
579,automobile
34669,deer
1726,truck
28789,bird
41719,dog
14419,deer
16146,horse
36852,dog
34468,frog
18663,cat
31812,truck
27306,dog
21539,automobile
40836,deer
48064,cat
35992,airplane
49232,horse
30714,dog
19842,truck
49953,frog
20055,deer
16799,dog
29496,truck
26779,airplane
46410,airplane
4797,cat
32842,truck
46696,deer
2277,frog
19943,airplane
39017,truck
31559,frog
35396,deer
18065,dog
33277,bird
15015,automobile
43684,deer
12402,ship
6779,dog
40749,frog
44959,horse
17471,truck
36530,truck
20262,cat
8120,automobile
28785,automobile
37209,bird
8880,ship
26415,bird
40820,truck
25015,deer
45192,cat
12679,bird
16198,automobile
7822,automobile
13115,bird
35842,bird
16625,airplane
29583,deer
48829,dog
29879,frog
49761,horse
32038,ship
35625,deer
17506,cat
39053,frog
4367,dog
44891,ship
49242,horse
14730,ship
14183,automobile
32231,cat
47857,horse
17101,airplane
9547,deer
32556,cat
21959,frog
1318,frog
23401,truck
11383,bird
38986,truck
45594,truck
8972,airplane
8885,automobile
23007,automobile
38424,cat
13788,deer
45215,automobile
26643,cat
551,cat
32991,airplane
6211,bird
8454,airplane
21285,bird
25282,cat
34087,bird
27330,frog
14100,truck
3993,automobile
23640,dog
43890,ship
19244,truck
30158,bird
45522,bird
44789,dog
13111,airplane
14114,deer
20348,horse
10216,airplane
27110,dog
11017,dog
25807,deer
5112,bird
49949,frog
6071,cat
4612,ship
2515,bird
15778,deer
42958,ship
18179,automobile
25105,ship
42477,airplane
30140,bird
1777,horse
15394,dog
25460,automobile
25387,ship
28944,frog
9925,frog
26162,cat
25888,bird
23830,horse
7788,deer
18969,truck
29978,airplane
8429,truck
21242,ship
24138,automobile
2371,horse
27779,horse
20583,frog
6590,automobile
41613,ship
27754,cat
47814,deer
33194,dog
30180,truck
44205,automobile
9212,truck
26983,bird
11754,dog
3022,dog
32493,automobile
732,airplane
33852,bird
9177,deer
26911,horse
46387,ship
172,bird
11830,automobile
40874,airplane
34598,bird
8377,airplane
17739,frog
40605,horse
45650,ship
43937,horse
16286,frog
34054,bird
9440,automobile
20677,truck
9285,dog
651,airplane
5412,dog
37613,dog
18671,automobile
23731,truck
5886,automobile
30863,cat
27931,horse
